Transaction ID,Store Location,Date,Time,Customer ID,Product ID,Product Name,Quantity,Cost,Price
TXN-0626,Store 2,2019-09-10,14:5,53941,1232,Product 1232,4,18.28,49.6
TXN-0627,Store 2,2019-09-09,20:19,66011,1356,Product 1356,9,16.54,31.49
TXN-0628,Store 2,2019-09-05,20:36,93814,1267,Product 1267,9,8.73,16.86
TXN-0629,Store 2,2019-09-05,12:48,22970,1495,Product 1495,3,9.98,27.53
TXN-0630,Store 2,2019-09-11,20:49,78369,1442,Product 1442,5,47.78,140.06
TXN-0631,Store 2,2019-09-08,11:34,84018,1291,Product 1291,4,28.24,46.59
TXN-0632,Store 2,2019-09-11,10:35,77000,1055,Product 1055,3,36.23,99.84
TXN-0633,Store 2,2019-09-06,14:7,75264,1782,Product 1782,4,5.25,8.86
TXN-0634,Store 2,2019-09-06,10:42,73541,1820,Product 1820,4,43.2,120.69
TXN-0635,Store 2,2019-09-10,18:18,76574,1690,Product 1690,7,9.19,18.11
TXN-0636,Store 2,2019-09-06,10:36,93218,1547,Product 1547,3,10.15,21.5
TXN-0637,Store 2,2019-09-11,10:18,24059,1582,Product 1582,8,27.32,62.73
TXN-0638,Store 2,2019-09-10,20:12,51960,1117,Product 1117,3,30.12,78.33
TXN-0639,Store 2,2019-09-09,23:29,90328,1279,Product 1279,1,19.61,32.5
TXN-0640,Store 2,2019-09-06,14:32,72744,1584,Product 1584,5,36.3,54.54
TXN-0641,Store 2,2019-09-11,16:40,48576,1052,Product 1052,4,14.74,39.73
TXN-0642,Store 2,2019-09-05,11:36,88241,1916,Product 1916,5,17.37,30.18
TXN-0643,Store 2,2019-09-07,12:58,42126,1796,Product 1796,5,28.89,59.44
TXN-0644,Store 2,2019-09-11,10:54,46972,1349,Product 1349,3,11.39,25.87
TXN-0645,Store 2,2019-09-09,14:20,50864,1174,Product 1174,3,17.86,30.08
TXN-0646,Store 2,2019-09-06,15:53,80772,1404,Product 1404,5,24.43,64.73
TXN-0647,Store 2,2019-09-05,18:25,97320,1127,Product 1127,6,27.99,78.61
TXN-0648,Store 2,2019-09-10,10:39,81552,1439,Product 1439,9,22.75,37.64
TXN-0649,Store 2,2019-09-09,22:0,61677,1587,Product 1587,6,34.53,81.41
TXN-0650,Store 2,2019-09-06,15:55,82717,1505,Product 1505,1,23.1,61.81
TXN-0651,Store 2,2019-09-09,20:43,23354,1476,Product 1476,1,33.95,82.61
TXN-0652,Store 2,2019-09-06,13:30,58986,1895,Product 1895,7,10.71,28.06
TXN-0653,Store 2,2019-09-11,23:49,56894,1825,Product 1825,1,24.34,62.45
TXN-0654,Store 2,2019-09-05,14:11,72318,1846,Product 1846,5,26.58,70.21
TXN-0655,Store 2,2019-09-05,21:58,16009,1041,Product 1041,5,31.87,94.2
TXN-0656,Store 2,2019-09-06,15:26,94391,1519,Product 1519,2,24.93,62.54
TXN-0657,Store 2,2019-09-09,23:29,73658,1761,Product 1761,10,39.39,106.2
TXN-0658,Store 2,2019-09-05,20:37,51665,1943,Product 1943,2,17.4,27.91
TXN-0659,Store 2,2019-09-10,12:3,97737,2000,Product 2000,2,20.68,46.31
TXN-0660,Store 2,2019-09-10,23:32,86232,1449,Product 1449,8,8.73,22.47
TXN-0661,Store 2,2019-09-09,17:7,21131,1481,Product 1481,9,14.79,22.8
TXN-0662,Store 2,2019-09-05,12:3,54700,1083,Product 1083,1,34.2,62.6
TXN-0663,Store 2,2019-09-08,14:14,37867,1432,Product 1432,7,38.21,90.28
TXN-0664,Store 2,2019-09-06,23:10,89778,1867,Product 1867,7,34.98,80.08
TXN-0665,Store 2,2019-09-09,18:56,45207,1082,Product 1082,9,16.66,40.77
TXN-0666,Store 2,2019-09-08,22:44,49571,1869,Product 1869,4,29.07,59.53
TXN-0667,Store 2,2019-09-06,23:57,69329,1012,Product 1012,3,27.77,81.15
TXN-0668,Store 2,2019-09-11,17:24,46164,1552,Product 1552,9,37.75,60.97
TXN-0669,Store 2,2019-09-08,11:14,29586,1873,Product 1873,8,17.62,36.35
TXN-0670,Store 2,2019-09-11,20:15,76922,1408,Product 1408,4,15.88,37.46
TXN-0671,Store 2,2019-09-11,13:59,43290,1659,Product 1659,6,15.32,29.21
TXN-0672,Store 2,2019-09-09,17:43,74370,1124,Product 1124,4,19.38,52.99
TXN-0673,Store 2,2019-09-09,18:59,36170,1300,Product 1300,2,41.45,116.75
TXN-0674,Store 2,2019-09-08,17:53,98144,1059,Product 1059,5,49.17,101.29
TXN-0675,Store 2,2019-09-05,16:56,30945,1400,Product 1400,4,41.75,92.45
TXN-0676,Store 2,2019-09-09,16:54,58905,1136,Product 1136,5,39.43,63.04
TXN-0677,Store 2,2019-09-11,14:28,14731,1006,Product 1006,7,23.5,62.61
TXN-0678,Store 2,2019-09-07,22:27,51436,1998,Product 1998,10,6.91,17.51
TXN-0679,Store 2,2019-09-09,13:21,40626,1383,Product 1383,9,14.66,33.94
TXN-0680,Store 2,2019-09-08,10:11,96150,1592,Product 1592,3,36.64,65.81
TXN-0681,Store 2,2019-09-07,12:38,86297,1333,Product 1333,10,20.51,49.66
TXN-0682,Store 2,2019-09-08,22:14,14962,1039,Product 1039,3,44.28,131.03
TXN-0683,Store 2,2019-09-05,19:41,44918,1427,Product 1427,6,36.04,84.87
TXN-0684,Store 2,2019-09-11,22:8,14585,1702,Product 1702,7,15.86,32.13
TXN-0685,Store 2,2019-09-11,23:35,72919,1870,Product 1870,7,40.06,70.11
TXN-0686,Store 2,2019-09-07,17:6,44264,1049,Product 1049,4,43.64,126.99
TXN-0687,Store 2,2019-09-07,11:16,18591,1132,Product 1132,5,12.68,21.13
TXN-0688,Store 2,2019-09-07,19:40,84935,1330,Product 1330,9,26.48,50.59
TXN-0689,Store 2,2019-09-10,16:31,46724,1421,Product 1421,7,48.44,121.64
TXN-0690,Store 2,2019-09-11,10:40,96474,1054,Product 1054,9,43.78,111.37
TXN-0691,Store 2,2019-09-07,14:1,69733,1856,Product 1856,10,8.65,21.98
TXN-0692,Store 2,2019-09-10,15:18,31867,1327,Product 1327,5,26.21,74.8
TXN-0693,Store 2,2019-09-10,23:56,82641,1754,Product 1754,10,23.56,56.52
TXN-0694,Store 2,2019-09-11,21:37,60891,1291,Product 1291,4,5.92,11.13
TXN-0695,Store 2,2019-09-11,22:17,18138,1882,Product 1882,9,6.32,11.93
TXN-0696,Store 2,2019-09-11,15:10,30805,1188,Product 1188,2,27.49,42.99
TXN-0697,Store 2,2019-09-09,18:48,11987,1550,Product 1550,2,15.73,34.92
TXN-0698,Store 2,2019-09-07,10:45,73801,1343,Product 1343,6,27.94,80.02
TXN-0699,Store 2,2019-09-08,22:33,25469,1709,Product 1709,1,46.65,107.18
TXN-0700,Store 2,2019-09-06,12:29,40689,1917,Product 1917,3,45.41,112.53
TXN-0701,Store 2,2019-09-09,15:51,50445,1625,Product 1625,3,43.72,75.93
TXN-0702,Store 2,2019-09-11,16:24,34539,1570,Product 1570,9,38.9,116.16
TXN-0703,Store 2,2019-09-05,11:13,61552,1648,Product 1648,5,23.49,54.43
TXN-0704,Store 2,2019-09-07,12:43,52105,1328,Product 1328,1,24.33,41.21
TXN-0705,Store 2,2019-09-10,19:20,94562,1002,Product 1002,10,45.39,116.47
TXN-0706,Store 2,2019-09-11,11:29,68019,1957,Product 1957,8,43.26,86.34
TXN-0707,Store 2,2019-09-06,19:52,45969,1843,Product 1843,3,13.74,36.42
TXN-0708,Store 2,2019-09-10,11:41,78172,1304,Product 1304,4,48.48,133.51
TXN-0709,Store 2,2019-09-06,18:45,76513,1192,Product 1192,7,34.66,75.53
TXN-0710,Store 2,2019-09-11,16:23,21344,1005,Product 1005,5,35.56,84.09
TXN-0711,Store 2,2019-09-08,11:48,39945,1274,Product 1274,3,33.02,92.21
TXN-0712,Store 2,2019-09-11,23:7,97287,1278,Product 1278,5,20.76,44.31
TXN-0713,Store 2,2019-09-07,14:51,74101,1242,Product 1242,2,9.85,25.08
TXN-0714,Store 2,2019-09-06,23:0,14618,1560,Product 1560,1,36.68,71.98
TXN-0715,Store 2,2019-09-10,22:56,24538,1341,Product 1341,6,8.81,21.02
TXN-0716,Store 2,2019-09-05,15:27,88140,1768,Product 1768,9,46.13,134.86
TXN-0717,Store 2,2019-09-05,10:40,35162,1520,Product 1520,1,20.51,50.61
TXN-0718,Store 2,2019-09-05,17:12,29838,1721,Product 1721,9,16.73,49.64
TXN-0719,Store 2,2019-09-10,11:49,86452,1885,Product 1885,4,9.21,25.65
TXN-0720,Store 2,2019-09-05,13:3,83690,1515,Product 1515,4,35.72,96.32
TXN-0721,Store 2,2019-09-08,12:24,60494,1434,Product 1434,10,29.3,58.23
TXN-0722,Store 2,2019-09-07,11:47,35420,1576,Product 1576,9,31.13,92.47
TXN-0723,Store 2,2019-09-08,13:53,95271,1800,Product 1800,1,42.43,123.45
TXN-0724,Store 2,2019-09-10,15:56,18044,1178,Product 1178,4,38.51,111.95
TXN-0725,Store 2,2019-09-05,20:30,95596,1586,Product 1586,1,21.67,63.65
TXN-0726,Store 2,2019-09-07,21:7,50543,1980,Product 1980,5,32.12,86.91
TXN-0727,Store 2,2019-09-09,20:35,66784,1025,Product 1025,9,11.97,35.11
TXN-0728,Store 2,2019-09-09,12:25,22309,1027,Product 1027,8,29.4,61.45
TXN-0729,Store 2,2019-09-11,23:32,55211,1884,Product 1884,1,33.59,93.91
TXN-0730,Store 2,2019-09-08,16:7,42982,1906,Product 1906,3,14.7,38.71
TXN-0731,Store 2,2019-09-08,14:28,70939,1423,Product 1423,3,28.6,44.08
TXN-0732,Store 2,2019-09-05,13:14,16491,1990,Product 1990,2,44.17,98.59
TXN-0733,Store 2,2019-09-07,19:14,89829,1978,Product 1978,2,13.51,30.02
TXN-0734,Store 2,2019-09-05,10:27,55705,1943,Product 1943,6,36.59,60.57
TXN-0735,Store 2,2019-09-06,15:6,22900,1248,Product 1248,1,23.63,68.89
TXN-0736,Store 2,2019-09-09,11:23,26343,1623,Product 1623,4,32.89,76.96
TXN-0737,Store 2,2019-09-05,23:24,16432,1920,Product 1920,8,10.75,24.88
TXN-0738,Store 2,2019-09-07,14:42,66691,1207,Product 1207,1,14.48,26.6
TXN-0739,Store 2,2019-09-09,17:13,17848,1020,Product 1020,8,42.34,115.2
TXN-0740,Store 2,2019-09-09,19:33,92706,1061,Product 1061,6,18.44,52.7
TXN-0741,Store 2,2019-09-10,11:37,16604,1592,Product 1592,2,43.89,78.14
TXN-0742,Store 2,2019-09-05,17:3,58062,1330,Product 1330,1,14.53,33.45
TXN-0743,Store 2,2019-09-08,16:19,62209,1446,Product 1446,2,43.54,69.11
TXN-0744,Store 2,2019-09-06,19:4,89153,1171,Product 1171,10,48.26,83.39
TXN-0745,Store 2,2019-09-07,11:57,88255,1676,Product 1676,5,28.36,69.46
TXN-0746,Store 2,2019-09-08,14:11,93916,1362,Product 1362,9,25.84,62.17
TXN-0747,Store 2,2019-09-07,15:41,37868,1861,Product 1861,5,44.15,104.16
TXN-0748,Store 2,2019-09-09,18:51,78896,2000,Product 2000,7,17.35,27.53
TXN-0749,Store 2,2019-09-10,21:44,49130,1282,Product 1282,3,32.17,94.81
TXN-0750,Store 2,2019-09-10,15:0,93735,1002,Product 1002,5,33.19,53.33
TXN-0751,Store 2,2019-09-07,22:29,54179,1105,Product 1105,10,23.8,43.13
TXN-0752,Store 2,2019-09-07,12:24,40730,1539,Product 1539,8,48.31,136.91
TXN-0753,Store 2,2019-09-07,15:24,20698,1203,Product 1203,3,11.07,32.51
TXN-0754,Store 2,2019-09-09,12:29,11309,1638,Product 1638,5,9.4,27.94
TXN-0755,Store 2,2019-09-10,22:33,98026,1041,Product 1041,5,38.42,97.48
TXN-0756,Store 2,2019-09-08,23:26,97635,1713,Product 1713,9,10.39,23.28
TXN-0757,Store 2,2019-09-05,14:45,59400,1344,Product 1344,5,49.93,82.05
TXN-0758,Store 2,2019-09-10,13:23,42032,1385,Product 1385,5,28.62,55.74
TXN-0759,Store 2,2019-09-07,15:56,46520,1570,Product 1570,10,26.1,47.19
TXN-0760,Store 2,2019-09-10,22:1,40822,1041,Product 1041,4,40.54,62.78
TXN-0761,Store 2,2019-09-06,19:48,11695,1826,Product 1826,6,41.5,92.71
TXN-0762,Store 2,2019-09-09,20:10,90906,1657,Product 1657,9,32.19,57.55
TXN-0763,Store 2,2019-09-10,12:27,25320,1051,Product 1051,1,5.0,11.91
TXN-0764,Store 2,2019-09-10,10:43,51525,1045,Product 1045,9,42.95,123.01
TXN-0765,Store 2,2019-09-11,12:26,27717,1039,Product 1039,4,30.93,74.54
TXN-0766,Store 2,2019-09-09,13:50,87218,1758,Product 1758,3,31.86,86.4
TXN-0767,Store 2,2019-09-10,19:36,45438,1308,Product 1308,5,36.17,89.38
TXN-0768,Store 2,2019-09-08,12:9,75476,1538,Product 1538,9,42.11,83.77
TXN-0769,Store 2,2019-09-05,17:14,50235,1408,Product 1408,2,6.54,13.8
TXN-0770,Store 2,2019-09-07,11:48,90325,1392,Product 1392,4,26.4,49.03
TXN-0771,Store 2,2019-09-06,18:39,20288,1503,Product 1503,5,38.8,71.73
TXN-0772,Store 2,2019-09-08,21:53,95799,1848,Product 1848,2,10.07,30.04
TXN-0773,Store 2,2019-09-05,23:1,69241,1801,Product 1801,2,39.74,74.62
TXN-0774,Store 2,2019-09-07,13:31,36241,1053,Product 1053,3,15.43,23.75
TXN-0775,Store 2,2019-09-09,17:51,70009,1264,Product 1264,10,42.84,79.39
TXN-0776,Store 2,2019-09-09,16:21,44039,1812,Product 1812,3,8.61,23.54
TXN-0777,Store 2,2019-09-07,22:23,25919,1312,Product 1312,9,16.69,41.49
TXN-0778,Store 2,2019-09-08,13:5,53499,1313,Product 1313,2,23.65,40.17
TXN-0779,Store 2,2019-09-09,13:3,70365,1344,Product 1344,4,27.34,63.98
TXN-0780,Store 2,2019-09-08,16:21,84278,1581,Product 1581,9,47.49,84.72
TXN-0781,Store 2,2019-09-06,23:46,25728,1726,Product 1726,6,32.54,53.44
TXN-0782,Store 2,2019-09-07,13:52,31621,1812,Product 1812,3,39.69,77.35
TXN-0783,Store 2,2019-09-10,23:35,34591,1043,Product 1043,5,22.64,50.51
TXN-0784,Store 2,2019-09-09,17:34,11967,1259,Product 1259,10,9.49,15.2
TXN-0785,Store 2,2019-09-09,20:20,71289,1019,Product 1019,10,25.34,55.04
TXN-0786,Store 2,2019-09-05,23:8,80230,1643,Product 1643,9,25.8,53.93
TXN-0787,Store 2,2019-09-05,17:10,40890,1935,Product 1935,1,34.8,55.08
TXN-0788,Store 2,2019-09-11,13:13,15539,1126,Product 1126,5,49.0,92.83
TXN-0789,Store 2,2019-09-06,10:8,76517,1988,Product 1988,5,20.77,61.71
TXN-0790,Store 2,2019-09-05,13:50,76115,1794,Product 1794,9,40.58,84.56
TXN-0791,Store 2,2019-09-10,11:0,99413,1541,Product 1541,4,10.58,18.27
TXN-0792,Store 2,2019-09-08,18:15,40748,1653,Product 1653,2,28.3,50.76
TXN-0793,Store 2,2019-09-11,10:38,56867,1479,Product 1479,3,34.96,87.42
TXN-0794,Store 2,2019-09-11,14:59,46302,1536,Product 1536,1,28.61,60.58
TXN-0795,Store 2,2019-09-09,13:59,22075,1129,Product 1129,9,46.03,77.33
TXN-0796,Store 2,2019-09-07,18:36,68227,1132,Product 1132,6,35.5,61.5
TXN-0797,Store 2,2019-09-10,12:11,42874,1944,Product 1944,10,36.31,105.05
TXN-0798,Store 2,2019-09-08,14:11,65663,1649,Product 1649,1,30.89,86.84
TXN-0799,Store 2,2019-09-08,21:8,39824,1204,Product 1204,1,17.39,30.44
TXN-0800,Store 2,2019-09-08,19:49,49744,1953,Product 1953,5,45.29,106.29
TXN-0801,Store 2,2019-09-11,19:11,30232,1310,Product 1310,6,20.57,31.86
TXN-0802,Store 2,2019-09-06,18:10,84585,1486,Product 1486,10,20.26,40.37
TXN-0803,Store 2,2019-09-10,21:39,78872,1457,Product 1457,7,34.51,92.2
TXN-0804,Store 2,2019-09-07,19:24,19052,1103,Product 1103,1,28.16,60.32
TXN-0805,Store 2,2019-09-06,20:2,96215,1547,Product 1547,6,37.16,84.58
TXN-0806,Store 2,2019-09-05,19:7,87644,1116,Product 1116,5,20.54,37.87
TXN-0807,Store 2,2019-09-08,11:14,88244,1318,Product 1318,4,12.63,26.96
TXN-0808,Store 2,2019-09-05,12:44,21744,1582,Product 1582,1,29.28,70.74
TXN-0809,Store 2,2019-09-08,22:39,21425,1068,Product 1068,2,36.18,73.7
TXN-0810,Store 2,2019-09-10,16:20,27922,1142,Product 1142,2,44.52,68.78
TXN-0811,Store 2,2019-09-06,17:32,36973,1367,Product 1367,6,39.48,107.81
TXN-0812,Store 2,2019-09-05,18:12,64892,1195,Product 1195,1,34.16,74.3
TXN-0813,Store 2,2019-09-06,23:17,91175,1384,Product 1384,3,34.83,104.45
TXN-0814,Store 2,2019-09-10,16:46,90394,1105,Product 1105,6,15.44,42.66
TXN-0815,Store 2,2019-09-08,19:36,20800,1187,Product 1187,10,44.51,118.2
TXN-0816,Store 2,2019-09-10,21:22,33259,1772,Product 1772,3,5.01,9.05
TXN-0817,Store 2,2019-09-06,15:25,47653,1051,Product 1051,9,19.03,33.57
TXN-0818,Store 2,2019-09-06,21:29,61939,1216,Product 1216,4,48.52,81.4
TXN-0819,Store 2,2019-09-11,17:30,38669,1250,Product 1250,10,22.13,57.08
TXN-0820,Store 2,2019-09-05,18:12,84605,1450,Product 1450,8,19.56,43.35
TXN-0821,Store 2,2019-09-07,15:47,25743,1295,Product 1295,8,28.62,57.47
TXN-0822,Store 2,2019-09-06,23:3,30383,1846,Product 1846,9,11.48,18.31
TXN-0823,Store 2,2019-09-05,13:11,74277,1855,Product 1855,2,37.71,56.94
TXN-0824,Store 2,2019-09-11,18:9,41992,1399,Product 1399,5,20.85,35.82
TXN-0825,Store 2,2019-09-05,14:37,14616,1395,Product 1395,9,45.18,128.7
TXN-0826,Store 2,2019-09-05,23:12,15177,1880,Product 1880,1,19.78,47.63
TXN-0827,Store 2,2019-09-06,13:34,14372,1069,Product 1069,8,7.33,21.23
TXN-0828,Store 2,2019-09-07,13:25,18542,1244,Product 1244,6,26.55,40.44
TXN-0829,Store 2,2019-09-07,17:35,28568,1290,Product 1290,7,17.03,45.66
TXN-0830,Store 2,2019-09-08,10:50,42835,1502,Product 1502,1,12.05,35.43
TXN-0831,Store 2,2019-09-08,22:24,44188,1880,Product 1880,2,6.46,14.15
TXN-0832,Store 2,2019-09-06,12:22,96932,1036,Product 1036,10,45.7,115.61
TXN-0833,Store 2,2019-09-06,17:25,15949,1999,Product 1999,7,37.02,107.24
TXN-0834,Store 2,2019-09-09,12:3,82735,1035,Product 1035,10,48.58,84.64
TXN-0835,Store 2,2019-09-07,18:57,12729,1474,Product 1474,9,22.88,54.38
TXN-0836,Store 2,2019-09-09,12:50,20315,1167,Product 1167,1,35.78,90.83
TXN-0837,Store 2,2019-09-11,14:8,53462,1708,Product 1708,3,5.71,11.22
TXN-0838,Store 2,2019-09-11,19:31,67259,1597,Product 1597,5,34.96,80.46
TXN-0839,Store 2,2019-09-08,21:54,63712,1765,Product 1765,9,45.34,99.96
TXN-0840,Store 2,2019-09-07,22:50,14719,1195,Product 1195,9,36.93,56.03
TXN-0841,Store 2,2019-09-10,15:32,54750,1178,Product 1178,6,45.34,101.6
TXN-0842,Store 2,2019-09-10,20:35,55127,1495,Product 1495,4,27.8,43.79
TXN-0843,Store 2,2019-09-07,11:47,81224,1059,Product 1059,6,11.55,17.89
TXN-0844,Store 2,2019-09-06,18:16,80789,1312,Product 1312,6,49.85,75.04
TXN-0845,Store 2,2019-09-07,13:41,33083,1259,Product 1259,7,18.51,33.61
TXN-0846,Store 2,2019-09-11,22:30,39015,1602,Product 1602,7,25.77,51.96
TXN-0847,Store 2,2019-09-06,23:19,84785,1619,Product 1619,10,11.4,24.3
TXN-0848,Store 2,2019-09-08,23:57,83003,1339,Product 1339,4,19.53,36.13
TXN-0849,Store 2,2019-09-07,12:17,72221,1562,Product 1562,6,9.03,26.28
TXN-0850,Store 2,2019-09-06,22:22,56818,1758,Product 1758,6,36.94,74.29
TXN-0851,Store 2,2019-09-07,11:22,85445,1360,Product 1360,2,42.17,100.98
TXN-0852,Store 2,2019-09-05,13:4,53488,1003,Product 1003,10,38.17,113.2
TXN-0853,Store 2,2019-09-11,10:17,80796,1445,Product 1445,7,36.59,79.98
TXN-0854,Store 2,2019-09-09,22:58,85883,1850,Product 1850,3,25.92,43.86
TXN-0855,Store 2,2019-09-09,19:18,73620,1223,Product 1223,5,41.22,72.34
TXN-0856,Store 2,2019-09-09,11:48,69868,1216,Product 1216,6,7.98,18.0
TXN-0857,Store 2,2019-09-10,17:45,68657,1537,Product 1537,5,32.01,65.35
TXN-0858,Store 2,2019-09-09,23:9,80538,1977,Product 1977,7,8.9,20.99
TXN-0859,Store 2,2019-09-10,16:14,66851,1270,Product 1270,7,12.31,30.84
TXN-0860,Store 2,2019-09-06,11:0,76693,1936,Product 1936,5,15.33,43.9
TXN-0861,Store 2,2019-09-09,20:39,48907,1148,Product 1148,8,6.88,13.48
TXN-0862,Store 2,2019-09-05,16:49,19807,1567,Product 1567,8,44.98,92.11
TXN-0863,Store 2,2019-09-09,18:31,92915,1078,Product 1078,1,26.15,53.31
TXN-0864,Store 2,2019-09-11,16:29,64123,1657,Product 1657,6,11.44,30.15
TXN-0865,Store 2,2019-09-08,10:13,77210,1760,Product 1760,5,14.13,36.59
TXN-0866,Store 2,2019-09-06,14:12,56304,1802,Product 1802,9,48.65,127.29
TXN-0867,Store 2,2019-09-11,15:28,25503,1692,Product 1692,1,43.15,83.15
TXN-0868,Store 2,2019-09-08,10:24,33259,1339,Product 1339,6,24.09,55.29
TXN-0869,Store 2,2019-09-07,15:22,15640,1612,Product 1612,2,13.31,39.3
TXN-0870,Store 2,2019-09-08,15:50,44361,1768,Product 1768,8,26.64,48.04
TXN-0871,Store 2,2019-09-09,17:10,12543,1216,Product 1216,9,11.54,25.92
TXN-0872,Store 2,2019-09-06,16:9,28128,1338,Product 1338,2,43.31,100.74
TXN-0873,Store 2,2019-09-06,22:39,32235,1515,Product 1515,8,21.23,59.02
TXN-0874,Store 2,2019-09-11,21:15,48609,1330,Product 1330,8,45.75,120.76
TXN-0875,Store 2,2019-09-11,16:18,75876,1213,Product 1213,7,12.11,27.63
TXN-0876,Store 2,2019-09-10,12:24,73778,1581,Product 1581,10,10.55,29.46
TXN-0877,Store 2,2019-09-10,12:35,46686,1102,Product 1102,10,23.07,37.9
TXN-0878,Store 2,2019-09-06,11:29,61382,1141,Product 1141,4,16.73,45.76
TXN-0879,Store 2,2019-09-10,21:9,22739,1587,Product 1587,8,39.27,72.05
TXN-0880,Store 2,2019-09-06,13:26,77639,1446,Product 1446,1,5.11,13.45
TXN-0881,Store 2,2019-09-05,22:45,15220,1047,Product 1047,7,33.63,98.39
TXN-0882,Store 2,2019-09-11,10:38,37965,1734,Product 1734,9,18.97,43.16
TXN-0883,Store 2,2019-09-05,10:35,41069,1286,Product 1286,1,39.65,116.07
TXN-0884,Store 2,2019-09-11,14:38,38960,1604,Product 1604,2,48.77,105.27
TXN-0885,Store 2,2019-09-05,11:35,74960,1725,Product 1725,1,35.39,57.47
TXN-0886,Store 2,2019-09-08,20:57,36048,1150,Product 1150,9,11.17,20.01
TXN-0887,Store 2,2019-09-05,21:52,73752,1730,Product 1730,4,49.93,147.58
TXN-0888,Store 2,2019-09-07,12:56,59103,1751,Product 1751,10,39.02,94.52
TXN-0889,Store 2,2019-09-05,17:57,54215,1092,Product 1092,7,16.72,32.01
TXN-0890,Store 2,2019-09-09,20:12,66162,1767,Product 1767,1,6.96,19.37
TXN-0891,Store 2,2019-09-05,14:33,92491,1251,Product 1251,3,5.48,15.59
TXN-0892,Store 2,2019-09-07,19:58,64288,1581,Product 1581,6,32.85,70.33
TXN-0893,Store 2,2019-09-08,20:1,15813,1679,Product 1679,6,39.14,91.36
TXN-0894,Store 2,2019-09-10,21:14,87128,1887,Product 1887,3,36.58,108.23
TXN-0895,Store 2,2019-09-08,22:59,27004,1788,Product 1788,10,23.06,52.76
TXN-0896,Store 2,2019-09-05,11:19,55986,1489,Product 1489,10,29.63,75.85
TXN-0897,Store 2,2019-09-10,17:46,37307,1659,Product 1659,1,25.21,45.61
TXN-0898,Store 2,2019-09-10,20:4,14080,1951,Product 1951,5,27.31,69.34
TXN-0899,Store 2,2019-09-09,22:27,53977,1975,Product 1975,7,19.84,36.5
TXN-0900,Store 2,2019-09-09,23:6,65718,1726,Product 1726,9,28.51,48.24
TXN-0901,Store 2,2019-09-10,22:7,41394,1966,Product 1966,9,48.17,100.59
TXN-0902,Store 2,2019-09-06,11:14,29991,1398,Product 1398,7,26.82,60.02
TXN-0903,Store 2,2019-09-10,10:38,75004,1876,Product 1876,5,21.69,43.59
TXN-0904,Store 2,2019-09-07,20:47,54278,1971,Product 1971,8,38.77,61.55
TXN-0905,Store 2,2019-09-11,13:13,76855,1636,Product 1636,4,6.9,11.73
TXN-0906,Store 2,2019-09-11,18:43,10979,1803,Product 1803,7,20.33,52.27
TXN-0907,Store 2,2019-09-10,16:58,96278,1102,Product 1102,4,10.28,17.22
TXN-0908,Store 2,2019-09-05,10:53,59711,1266,Product 1266,2,45.57,81.57
TXN-0909,Store 2,2019-09-05,15:58,86343,1862,Product 1862,6,20.15,42.97
TXN-0910,Store 2,2019-09-11,19:51,78684,1095,Product 1095,4,45.55,114.31
TXN-0911,Store 2,2019-09-06,16:0,25244,1860,Product 1860,4,5.1,15.27
TXN-0912,Store 2,2019-09-08,16:51,83109,1604,Product 1604,7,8.56,14.99
TXN-0913,Store 2,2019-09-08,10:13,74602,1971,Product 1971,10,33.67,73.32
TXN-0914,Store 2,2019-09-08,21:55,92240,1296,Product 1296,8,37.96,87.35
TXN-0915,Store 2,2019-09-10,13:34,17236,1498,Product 1498,6,47.38,122.52
TXN-0916,Store 2,2019-09-11,14:16,85774,1911,Product 1911,5,45.01,89.93
TXN-0917,Store 2,2019-09-09,13:3,58035,1072,Product 1072,1,32.5,94.14
TXN-0918,Store 2,2019-09-06,14:9,98236,1341,Product 1341,2,9.69,21.82
TXN-0919,Store 2,2019-09-08,20:32,54532,1727,Product 1727,10,6.21,13.49
TXN-0920,Store 2,2019-09-10,10:45,49474,1678,Product 1678,9,43.81,68.35
TXN-0921,Store 2,2019-09-08,23:17,81247,1378,Product 1378,5,16.03,27.53
TXN-0922,Store 2,2019-09-09,19:18,43089,1191,Product 1191,9,44.26,117.42
TXN-0923,Store 2,2019-09-10,19:8,69662,1847,Product 1847,6,42.92,66.23
TXN-0924,Store 2,2019-09-08,19:40,45505,1783,Product 1783,8,36.21,107.0
TXN-0925,Store 2,2019-09-11,16:20,19690,1007,Product 1007,3,27.43,81.64
TXN-0926,Store 2,2019-09-06,14:22,25344,1407,Product 1407,6,38.67,58.7
TXN-0927,Store 2,2019-09-05,23:35,97752,1692,Product 1692,10,14.4,37.23
TXN-0928,Store 2,2019-09-07,17:29,10665,1519,Product 1519,5,26.23,72.46
TXN-0929,Store 2,2019-09-07,21:59,85344,1505,Product 1505,6,38.8,82.11
TXN-0930,Store 2,2019-09-06,20:21,53040,1929,Product 1929,1,25.03,62.1
TXN-0931,Store 2,2019-09-10,14:14,76162,1039,Product 1039,1,36.19,69.63
TXN-0932,Store 2,2019-09-11,12:48,57871,1187,Product 1187,3,30.35,46.31
TXN-0933,Store 2,2019-09-05,23:38,59564,1569,Product 1569,7,36.23,96.19
TXN-0934,Store 2,2019-09-06,19:27,75315,1832,Product 1832,3,29.37,55.67
TXN-0935,Store 2,2019-09-05,21:28,61743,1551,Product 1551,1,46.07,102.18
